 Detailed information of the poremmodule:
 information = "X","Y","Z","PORE"
    0.0500   -0.4500    0.0000    1.0000
    0.0500   -0.3500    0.0000    1.0000
    0.0500   -0.2500    0.0000    1.0000
    0.0500   -0.1500    0.0000    1.0000
    0.0500   -0.0500    0.0000    1.0000
    0.0500    0.0500    0.0000    1.0000
    0.0500    0.1500    0.0000    1.0000
    0.0500    0.2500    0.0000    1.0000
    0.0500    0.3500    0.0000    1.0000
    0.0500    0.4500    0.0000    1.0000
    0.1500   -0.4500    0.0000    1.0000
    0.1500   -0.3500    0.0000    1.0000
    0.1500   -0.2500    0.0000    1.0000
    0.1500   -0.1500    0.0000    1.0000
    0.1500   -0.0500    0.0000    1.0000
    0.1500    0.0500    0.0000    1.0000
    0.1500    0.1500    0.0000    1.0000
    0.1500    0.2500    0.0000    1.0000
    0.1500    0.3500    0.0000    1.0000
    0.1500    0.4500    0.0000    1.0000
    0.2500   -0.4500    0.0000    1.0000
    0.2500   -0.3500    0.0000    1.0000
    0.2500   -0.2500    0.0000    1.0000
    0.2500   -0.1500    0.0000    1.0000
    0.2500   -0.0500    0.0000    1.0000
    0.2500    0.0500    0.0000    1.0000
    0.2500    0.1500    0.0000    1.0000
    0.2500    0.2500    0.0000    1.0000
    0.2500    0.3500    0.0000    1.0000
    0.2500    0.4500    0.0000    1.0000
    0.3500   -0.4500    0.0000    1.0000
    0.3500   -0.3500    0.0000    1.0000
    0.3500   -0.2500    0.0000    1.0000
    0.3500   -0.1500    0.0000    1.0000
    0.3500   -0.0500    0.0000    1.0000
    0.3500    0.0500    0.0000    1.0000
    0.3500    0.1500    0.0000    1.0000
    0.3500    0.2500    0.0000    1.0000
    0.3500    0.3500    0.0000    1.0000
    0.3500    0.4500    0.0000    1.0000
    0.4500   -0.4500    0.0000    1.0000
    0.4500   -0.3500    0.0000    1.0000
    0.4500   -0.2500    0.0000    1.0000
    0.4500   -0.1500    0.0000    1.0000
    0.4500   -0.0500    0.0000    1.0000
    0.4500    0.0500    0.0000    1.0000
    0.4500    0.1500    0.0000    1.0000
    0.4500    0.2500    0.0000    1.0000
