 
  0.39999999105930328369E-01  0.50000000745058059692E-01 -0.15749999647960066795E+00  0.10000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
  0.44999998994171619415E-01  0.50000000745058059692E-01 -0.15749999647960066795E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
  0.49999998882412910461E-01  0.50000000745058059692E-01 -0.15749999647960066795E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
  0.54999998770654201508E-01  0.50000000745058059692E-01 -0.15749999647960066795E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
  0.59999998658895492554E-01  0.50000000745058059692E-01 -0.15749999647960066795E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
  0.64999998547136783600E-01  0.50000000745058059692E-01 -0.15749999647960066795E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
  0.42499999050050973892E-01  0.50000000745058059692E-01 -0.15316986933715925900E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
  0.47499998938292264938E-01  0.50000000745058059692E-01 -0.15316986933715925900E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
  0.52499998826533555984E-01  0.50000000745058059692E-01 -0.15316986933715925900E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
  0.57499998714774847031E-01  0.50000000745058059692E-01 -0.15316986933715925900E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.26500000000000000000E+04  0.17344208761320366297E-03  0.24999999441206455231E-02  0.33000001311302185059E+00  0.19999999590400000000E+12  0.75187967643653030396E+11
