             1  0.000000E+00  0.000000E+00  0.000000E+00
             2  0.296152E-01  0.129791E-10  0.171196E-01
             3  0.339996E-01  0.726956E-13  0.203757E-02
             4  0.229234E-03  0.108620E-12  0.951776E-04
             5  0.397766E-05  0.190430E-15  0.685882E-07
